"Date","Maximum Temperature (degF)","Precipitation (in)","Mean Temperature (degF)","Cooling Degree Days","Minimum Temperature (degF)","Heating Degree Days","Snowfall (in)","Growing Degree Days","Snow Depth (in)"
"2001-06-07","58","0.3","48","0","38","17","","0",""
"2001-06-08","62","","47","0","32","18","","0",""
"2001-06-09","66","0","50","0","34","15","","0",""
"2001-06-10","68","0","51.5","0","35","13","","2",""
"2001-06-11","55","","52","0","49","13","","2",""
"2001-06-12","54","0","48","0","42","17","","0",""
"2001-06-13","58","0","51","0","44","14","","1",""
"2001-06-14","62","0","52","0","42","13","","2",""
"2001-06-15","73","0","55.5","0","38","9","","6",""
"2001-06-16","67","0","51","0","35","14","","1",""
"2001-06-17","56","0","52.5","0","49","12","","3",""
"2001-06-18","57","","51.5","0","46","13","","2",""
"2001-06-19","66","0","51.5","0","37","13","","2",""
"2001-06-20","61","0","54","0","47","11","","4",""
"2001-06-21","60","","55","0","50","10","","5",""
"2001-06-22","62","0","50.5","0","39","14","","1",""
"2001-06-23","67","0","53","0","39","12","","3",""
"2001-06-24","61","0","55.5","0","50","9","","6",""
"2001-06-25","66","0","54.5","0","43","10","","5",""
"2001-06-26","75","0","61.5","0","48","3","","12",""
"2001-06-27","74","0","59","0","44","6","","9",""
"2001-06-28","77","0","66","1","55","0","","16",""
"2001-06-29","60","0","55.5","0","51","9","","6",""
"2001-06-30","59","0","52.5","0","46","12","","3",""
"2001-07-01","62","0","53.5","0","45","11","","4",""
"2001-07-02","59","0","50.5","0","42","14","","1",""
"2001-07-03","56","0.07","52.5","0","49","12","","3",""
"2001-07-04","58","0.17","54","0","50","11","","4",""
"2001-07-05","62","0.69","54.5","0","47","10","","5",""
"2001-07-06","65","0.01","56.5","0","48","8","","7",""
"2001-07-07","61","0","55","0","49","10","","5",""
"2001-07-08","61","0.01","55","0","49","10","","5",""
"2001-07-09","65","0","55.5","0","46","9","","6",""
"2001-07-10","57","0.16","50","0","43","15","","0",""
"2001-07-11","60","0.14","54","0","48","11","","4",""
"2001-07-12","58","0.06","53","0","48","12","","3",""
"2001-07-13","63","0.01","55","0","47","10","","5",""
"2001-07-14","61","0","55.5","0","50","9","","6",""
"2001-07-15","59","0.1","55","0","51","10","","5",""
"2001-07-16","63","0.04","57.5","0","52","7","","8",""
"2001-07-17","62","0","56.5","0","51","8","","7",""
"2001-07-18","64","0.01","53","0","42","12","","3",""
"2001-07-19","69","0.65","60.5","0","52","4","","11",""
"2001-07-20","65","0.04","59.5","0","54","5","","10",""
"2001-07-21","63","0.41","57","0","51","8","","7",""
"2001-07-22","63","0.11","58.5","0","54","6","","9",""
"2001-07-23","61","0.1","57","0","53","8","","7",""
"2001-07-24","60","0.01","56","0","52","9","","6",""
"2001-07-25","61","0","56.5","0","52","8","","7",""
"2001-07-26","63","0","55.5","0","48","9","","6",""
"2001-07-27","64","0","55.5","0","47","9","","6",""
"2001-07-28","59","0","53.5","0","48","11","","4",""
"2001-07-29","61","","56","0","51","9","","6",""
"2001-07-30","62","0.01","58.5","0","55","6","","9",""
"2001-07-31","63","0.08","58","0","53","7","","8",""
"2001-08-01","69","0","57","0","45","8","","7",""
"2001-08-02","64","0","52","0","40","13","","2",""
"2001-08-03","57","0.16","54","0","51","11","","4",""
"2001-08-04","60","0.25","53.5","0","47","11","","4",""
"2001-08-05","64","0","53","0","42","12","","3",""
"2001-08-06","68","0","53","0","38","12","","3",""
"2001-08-07","62","0","49.5","0","37","15","","0",""
"2001-08-08","64","0","59","0","54","6","","9",""
"2001-08-09","66","0","59","0","52","6","","9",""
"2001-08-10","62","0","58","0","54","7","","8",""
"2001-08-11","68","0","55","0","42","10","","5",""
"2001-08-12","70","0","58","0","46","7","","8",""
"2001-08-13","74","0","57","0","40","8","","7",""
"2001-08-14","63","","59.5","0","56","5","","10",""
"2001-08-15","61","0.02","57.5","0","54","7","","8",""
"2001-08-16","59","0.05","56.5","0","54","8","","7",""
"2001-08-17","60","0.6","56.5","0","53","8","","7",""
"2001-08-18","61","0.06","56","0","51","9","","6",""
"2001-08-19","60","0.32","56","0","52","9","","6",""
"2001-08-20","71","0.02","61.5","0","52","3","","12",""
"2001-08-21","73","0","56","0","39","9","","6",""
"2001-08-22","67","0","53.5","0","40","11","","4",""
"2001-08-23","61","0","48","0","35","17","","0",""
"2001-08-24","58","0.18","54","0","50","11","","4",""
"2001-08-25","67","0","55.5","0","44","9","","6",""
"2001-08-26","66","","54","0","42","11","","4",""
"2001-08-27","63","","51","0","39","14","","1",""
"2001-08-28","57","0.08","50","0","43","15","","0",""
"2001-08-29","59","","50","0","41","15","","0",""
"2001-08-30","63","0.06","55","0","47","10","","5",""
"2001-08-31","60","","49.5","0","39","15","","0",""
"2001-09-01","62","","47.5","0","33","17","","0",""
"2001-09-02","58","0.07","53.5","0","49","11","","4",""
"2001-09-03","61","0","54","0","47","11","","4",""
"2001-09-04","52","0.59","50","0","48","15","","0",""
"2001-09-05","58","0.01","51.5","0","45","13","","2",""
"2001-09-06","56","0.03","50","0","44","15","","0",""
"2001-09-07","55","0.08","47.5","0","40","17","","0",""
"2001-09-08","60","0","44","0","28","21","","0",""
"2001-09-09","62","0","44","0","26","21","","0",""
"2001-09-10","62","0","45","0","28","20","","0",""
"2001-09-11","63","","46","0","29","19","","0",""
"2001-09-12","59","","50","0","41","15","","0",""
"2001-09-13","53","0.11","47.5","0","42","17","","0",""
"2001-09-14","61","0","51","0","41","14","","1",""
"2001-09-15","60","0","50.5","0","41","14","","1",""
"2001-09-16","59","0.18","50","0","41","15","","0",""
"2001-09-17","59","0.02","53","0","47","12","","3",""
"2001-09-18","53","0.2","51.5","0","50","13","","2",""
"2001-09-19","53","0.21","50","0","47","15","","0",""
"2001-09-20","59","0.01","48","0","37","17","","0",""
"2001-09-21","60","0","48","0","36","17","","0",""
"2001-09-22","58","0","44.5","0","31","20","","0",""
"2001-09-23","51","0.06","45","0","39","20","","0",""
"2001-09-24","59","","49.5","0","40","15","","0",""
"2001-09-25","60","","46.5","0","33","18","","0",""
"2001-09-26","58","0","45","0","32","20","","0",""
"2001-09-27","51","0","37.5","0","24","27","","0",""
"2001-09-28","53","0.05","45.5","0","38","19","","0",""
"2001-09-29","54","0","42","0","30","23","","0",""
"2001-09-30","50","0.03","38.5","0","27","26","","0",""
"2001-10-01","50","0.44","45.5","0","41","19","","0",""
"2001-10-02","53","0","44","0","35","21","","0",""
"2001-10-03","49","0.24","42","0","35","23","","0",""
"2001-10-04","60","0.02","53","0","46","12","","3",""
"2001-10-05","51","0.06","48","0","45","17","","0",""
"2001-10-06","49","0","44.5","0","40","20","","0",""
"2001-10-07","48","","37.5","0","27","27","","0",""
"2001-10-08","43","0.02","33","0","23","32","","0",""
"2001-10-09","47","0.03","42","0","37","23","","0",""
"2001-10-10","43","0.11","37.5","0","32","27","","0",""
"2001-10-11","36","0.06","30.5","0","25","34","","0",""
"2001-10-12","36","0","24","0","12","41","","0",""
"2001-10-13","33","","22.5","0","12","42","","0",""
"2001-10-14","36","0.06","33","0","30","32","","0",""
"2001-10-15","41","0","33.5","0","26","31","","0",""
"2001-10-16","39","0","27","0","15","38","","0",""
"2001-10-17","33","0.13","31.5","0","30","33","","0",""
"2001-10-18","34","0.17","31","0","28","34","","0",""
"2001-10-19","32","0","23","0","14","42","","0",""
"2001-10-20","31","0.3","22.5","0","14","42","","0",""
"2001-10-21","31","0.06","26","0","21","39","","0",""
"2001-10-22","28","0.01","21.5","0","15","43","","0",""
"2001-10-23","27","0","16","0","5","49","","0",""
"2001-10-24","26","","10","0","-6","55","","0",""
"2001-10-25","25","","9.5","0","-6","55","","0",""
"2001-10-26","22","","6.5","0","-9","58","","0",""
"2001-10-27","21","0.01","5.5","0","-10","59","","0",""
"2001-10-28","22","0","10.5","0","-1","54","","0",""
"2001-10-29","23","0","11.5","0","0","53","","0",""
"2001-10-30","24","","9","0","-6","56","","0",""
"2001-10-31","30","","18","0","6","47","","0",""
"2001-11-01","31","0.03","28.5","0","26","36","","0",""
"2001-11-02","31","","27","0","23","38","","0",""
"2001-11-03","33","0","26.5","0","20","38","","0",""
"2001-11-04","30","","25","0","20","40","","0",""
"2001-11-05","27","","22","0","17","43","","0",""
"2001-11-06","28","0","16","0","4","49","","0",""
"2001-11-07","21","","7.5","0","-6","57","","0",""
"2001-11-08","14","0","1.5","0","-11","63","","0",""
"2001-11-09","23","","11.5","0","0","53","","0",""
"2001-11-10","25","0.04","13.5","0","2","51","","0",""
"2001-11-11","29","","15","0","1","50","","0",""
"2001-11-12","33","0","28.5","0","24","36","","0",""
"2001-11-13","26","","11.5","0","-3","53","","0",""
"2001-11-14","19","0.04","5.5","0","-8","59","","0",""
"2001-11-15","22","0.12","18","0","14","47","","0",""
"2001-11-16","19","0","11","0","3","54","","0",""
"2001-11-17","33","0.01","21.5","0","10","43","","0",""
"2001-11-18","40","0","35.5","0","31","29","","0",""
"2001-11-19","37","0","33.5","0","30","31","","0",""
"2001-11-20","37","0","32","0","27","33","","0",""
"2001-11-21","32","","25.5","0","19","39","","0",""
"2001-11-22","34","0.01","31.5","0","29","33","","0",""
"2001-11-23","31","","27","0","23","38","","0",""
"2001-11-24","30","0","28","0","26","37","","0",""
"2001-11-25","27","0","19.5","0","12","45","","0",""
"2001-11-26","17","","11","0","5","54","","0",""
"2001-11-27","13","","8","0","3","57","","0",""
"2001-11-28","23","0.02","13","0","3","52","","0",""
"2001-11-29","20","0","15.5","0","11","49","","0",""
"2001-11-30","15","0","6","0","-3","59","","0",""
"2001-12-01","8","0","-2","0","-12","67","","0",""
"2001-12-02","6","","-6","0","-18","71","","0",""
"2001-12-03","2","","-8.5","0","-19","73","","0",""
"2001-12-04","3","","-7","0","-17","72","","0",""
"2001-12-05","-2","","-11.5","0","-21","76","","0",""
"2001-12-06","8","","-6","0","-20","71","","0",""
"2001-12-07","2","","-8","0","-18","73","","0",""
"2001-12-08","8","0.01","1","0","-6","64","","0",""
"2001-12-09","14","","10","0","6","55","","0",""
"2001-12-10","19","0.01","14","0","9","51","","0",""
"2001-12-11","27","0.01","18.5","0","10","46","","0",""
"2001-12-12","29","0.07","18","0","7","47","","0",""
"2001-12-13","15","0","-3.5","0","-22","68","","0",""
"2001-12-14","-3","","-14.5","0","-26","79","","0",""
"2001-12-15","0","","-12","0","-24","77","","0",""
"2001-12-16","-8","","-18","0","-28","83","","0",""
"2001-12-17","-13","","-22","0","-31","87","","0",""
"2001-12-18","-5","","-16","0","-27","81","","0",""
"2001-12-19","5","0","-12","0","-29","77","","0",""
"2001-12-20","30","0.02","17.5","0","5","47","","0",""
"2001-12-21","33","","27.5","0","22","37","","0",""
"2001-12-22","35","0.05","25.5","0","16","39","","0",""
"2001-12-23","16","","1.5","0","-13","63","","0",""
"2001-12-24","13","","-1.5","0","-16","66","","0",""
"2001-12-25","37","0.09","25","0","13","40","","0",""
"2001-12-26","41","0.18","37.5","0","34","27","","0",""
"2001-12-27","38","0.14","31","0","24","34","","0",""
"2001-12-28","32","0.03","22","0","12","43","","0",""
"2001-12-29","34","0","26","0","18","39","","0",""
"2001-12-30","36","0","31","0","26","34","","0",""
"2001-12-31","40","0","37.5","0","35","27","","0",""
"2002-01-01","41","0","36","0","31","29","","0",""
"2002-01-02","32","","30","0","28","35","","0",""
"2002-01-03","34","0.02","30.5","0","27","34","","0",""
"2002-01-04","35","0","30.5","0","26","34","","0",""
"2002-01-05","40","","35.5","0","31","29","","0",""
"2002-01-06","41","0","37","0","33","28","","0",""
"2002-01-07","36","0.05","31","0","26","34","","0",""
"2002-01-08","38","0","31","0","24","34","","0",""
"2002-01-09","38","","34","0","30","31","","0",""
"2002-01-10","38","0","34.5","0","31","30","","0",""
"2002-01-11","34","0.03","20","0","6","45","","0",""
"2002-01-12","24","","13.5","0","3","51","","0",""
"2002-01-13","30","0.03","26.5","0","23","38","","0",""
"2002-01-14","42","0.03","36","0","30","29","","0",""
"2002-01-15","39","0.15","31","0","23","34","","0",""
"2002-01-16","33","0.37","27.5","0","22","37","","0",""
"2002-01-17","34","0.12","33","0","32","32","","0",""
"2002-01-18","35","0","30.5","0","26","34","","0",""
"2002-01-19","31","0.01","25.5","0","20","39","","0",""
"2002-01-20","28","0","17","0","6","48","","0",""
"2002-01-21","34","0","16","0","-2","49","","0",""
"2002-01-22","27","","14","0","1","51","","0",""
"2002-01-23","","0.02","","","5","","","",""
"2002-01-24","25","","8.5","0","-8","56","","0",""
"2002-01-25","12","0","-2.5","0","-17","67","","0",""
"2002-01-26","8","0","-4.5","0","-17","69","","0",""
"2002-01-27","19","0.06","13.5","0","8","51","","0",""
"2002-01-28","27","0.33","23","0","19","42","","0",""
"2002-01-29","32","0","29.5","0","27","35","","0",""
"2002-01-30","32","0.03","28","0","24","37","","0",""
"2002-01-31","31","","27.5","0","24","37","","0",""
"2002-02-01","28","0","25","0","22","40","","0",""
"2002-02-02","26","0","21","0","16","44","","0",""
"2002-02-03","31","0","26.5","0","22","38","","0",""
"2002-02-04","38","0.01","34","0","30","31","","0",""
"2002-02-05","31","","25.5","0","20","39","","0",""
"2002-02-06","27","0.1","22.5","0","18","42","","0",""
"2002-02-07","28","0.08","24.5","0","21","40","","0",""
"2002-02-08","27","0.32","24","0","21","41","","0",""
"2002-02-09","28","0","20","0","12","45","","0",""
"2002-02-10","28","0","22","0","16","43","","0",""
"2002-02-11","32","","25.5","0","19","39","","0",""
"2002-02-12","32","0.02","25","0","18","40","","0",""
"2002-02-13","31","0.01","25","0","19","40","","0",""
"2002-02-14","36","","24.5","0","13","40","","0",""
"2002-02-15","30","0","20.5","0","11","44","","0",""
"2002-02-16","25","","21","0","17","44","","0",""
"2002-02-17","29","0","23","0","17","42","","0",""
"2002-02-18","28","0.01","15.5","0","3","49","","0",""
"2002-02-19","24","0.12","13","0","2","52","","0",""
"2002-02-20","21","0","3","0","-15","62","","0",""
"2002-02-21","14","0","-2.5","0","-19","67","","0",""
"2002-02-22","24","","10.5","0","-3","54","","0",""
"2002-02-23","31","0","27.5","0","24","37","","0",""
"2002-02-24","33","0","28","0","23","37","","0",""
"2002-02-25","42","0","35","0","28","30","","0",""
"2002-02-26","44","","36","0","28","29","","0",""
"2002-02-27","40","","31.5","0","23","33","","0",""
"2002-02-28","39","0.02","33.5","0","28","31","","0",""
"2002-03-01","31","","25.5","0","20","39","","0",""
"2002-03-02","35","","23","0","11","42","","0",""
"2002-03-03","33","","18","0","3","47","","0",""
"2002-03-04","30","0","15","0","0","50","","0",""
"2002-03-05","27","0","13","0","-1","52","","0",""
"2002-03-06","26","","9.5","0","-7","55","","0",""
"2002-03-07","28","","9.5","0","-9","55","","0",""
"2002-03-08","28","0","16","0","4","49","","0",""
"2002-03-09","29","","12","0","-5","53","","0",""
"2002-03-10","22","0","17","0","12","48","","0",""
"2002-03-11","24","0","11","0","-2","54","","0",""
"2002-03-12","27","0","9","0","-9","56","","0",""
"2002-03-13","24","0","8.5","0","-7","56","","0",""
"2002-03-14","27","0","12","0","-3","53","","0",""
"2002-03-15","27","","19.5","0","12","45","","0",""
"2002-03-16","32","0.09","29.5","0","27","35","","0",""
"2002-03-17","32","0.02","30","0","28","35","","0",""
"2002-03-18","36","0","26.5","0","17","38","","0",""
"2002-03-19","38","","26","0","14","39","","0",""
"2002-03-20","38","0","20.5","0","3","44","","0",""
"2002-03-21","35","0","25","0","15","40","","0",""
"2002-03-22","35","","17.5","0","0","47","","0",""
"2002-03-23","37","0","17","0","-3","48","","0",""
"2002-03-24","31","0","25","0","19","40","","0",""
"2002-03-25","36","0.03","32.5","0","29","32","","0",""
"2002-03-26","36","0.02","31.5","0","27","33","","0",""
"2002-03-27","37","","29","0","21","36","","0",""
"2002-03-28","37","","20.5","0","4","44","","0",""
"2002-03-29","32","0","18","0","4","47","","0",""
"2002-03-30","30","","14","0","-2","51","","0",""
"2002-03-31","31","0","16","0","1","49","","0",""
"2002-04-01","30","0","15","0","0","50","","0",""
"2002-04-02","35","0","15.5","0","-4","49","","0",""
"2002-04-03","37","","19.5","0","2","45","","0",""
"2002-04-04","38","0","28.5","0","19","36","","0",""
"2002-04-05","38","","25","0","12","40","","0",""
"2002-04-06","43","0","25","0","7","40","","0",""
"2002-04-07","40","0","30","0","20","35","","0",""
"2002-04-08","35","","22","0","9","43","","0",""
"2002-04-09","36","0.01","30","0","24","35","","0",""
"2002-04-10","34","","23.5","0","13","41","","0",""
"2002-04-11","28","0","23","0","18","42","","0",""
"2002-04-12","34","0","21.5","0","9","43","","0",""
"2002-04-13","34","","22","0","10","43","","0",""
"2002-04-14","40","0","24","0","8","41","","0",""
"2002-04-15","39","","26.5","0","14","38","","0",""
"2002-04-16","37","0","25.5","0","14","39","","0",""
"2002-04-17","37","0.16","33","0","29","32","","0",""
"2002-04-18","38","0.06","35.5","0","33","29","","0",""
"2002-04-19","39","0.46","36","0","33","29","","0",""
"2002-04-20","41","0","37","0","33","28","","0",""
"2002-04-21","39","","34","0","29","31","","0",""
"2002-04-22","38","0","31","0","24","34","","0",""
"2002-04-23","42","0","29.5","0","17","35","","0",""
"2002-04-24","44","0","31.5","0","19","33","","0",""
"2002-04-25","39","0","28.5","0","18","36","","0",""
"2002-04-26","47","0","41.5","0","36","23","","0",""
"2002-04-27","47","0","41.5","0","36","23","","0",""
"2002-04-28","49","","43.5","0","38","21","","0",""
"2002-04-29","51","0","46","0","41","19","","0",""
"2002-04-30","50","","44","0","38","21","","0",""
"2002-05-01","46","","37","0","28","28","","0",""
